99868	92454	31273	74588	90010
52036	73769	68941	83205	89689
11919	4394	68148	69828	26228
4137	912	16928	58142	89512
18555	93316	85977	62220	18215
40171	73244	43479	24327	92013
8608	93977	99246	56060	41411
49636	27455	60219	66003	42326
12677	63600	8830	21499	19195
57450	1158	17049	61081	69948
56201	91312	35558	588	61666
34491	60412	54201	52731	54796
42812	8835	57794	60618	81562
74650	85242	53269	26645	53702
5891	93325	95789	97528	50248
68392	73738	38551	66516	97891
63283	26927	91284	38989	42601
99622	97310	37368	76987	38945
55953	73749	89081	71120	41911
10828	10915	65860	77394	41994
33564	54728	23069	31377	64856
22491	10327	28665	28931	71100
56079	91151	38898	33956	32073
82152	48728	93601	63605	87731
54398	51068	58541	13956	77718
17354	19498	85668	78588	93924
72270	81185	61732	34068	62355
51436	97628	68167	85959	59080
7721	4033	56288	11453	88900
91226	67860	36043	38229	71627
57716	79679	37409	55598	31479
91657	17064	38531	10013	71607
25148	36621	65190	96653	31086
23649	70701	42784	10887	20045
60963	43461	71331	38234	35815
40167	95780	27128	90691	69405
98279	56053	1604	32642	25324
15784	63484	91690	10044	77152
36137	83519	26744	39667	48816
795	82145	46328	26884	84676
59026	38118	22575	82193	39672
83996	84573	92171	55926	9034
90672	53047	51143	65740	96077
35529	32050	71091	84161	78576
43200	72201	47229	21766	83099
50181	99656	99843	94879	4735
60049	23833	50208	12297	49435
65664	80186	85342	83214	26687
29042	3492	53332	27418	30535
66176	60206	37710	99865	20394
17973	4318	42969	47231	47880
98205	12462	45172	66496	24916
71541	40289	54718	28251	23455
36334	17985	52393	90058	55115
88704	91678	20954	91256	63242
4682	2802	77480	39695	1065
9986	36415	5855	55271	65697
29875	79270	23144	8692	83435
27444	98104	15847	4410	91945
80282	1791	43070	44923	15328
54158	83162	46935	70934	14708
5308	32422	64038	83420	17887
57304	57680	55571	27540	89999
57358	22549	68817	90538	60813
53472	23629	35614	33614	93338
56168	95817	68680	61883	77967
16306	26476	17278	99645	19377
81556	19826	70585	59725	2634
13470	1475	54347	60299	38927
91215	93882	23999	692	8321
91166	14946	18933	50308	20844
83065	85244	90328	69455	63848
11477	11833	27107	21684	9102
67048	61890	81522	93689	5249
11414	9463	27054	41913	99369
23825	10639	8787	27403	56367
25651	26176	72802	74209	23350
74179	54227	17269	79909	14191
56809	24107	69360	98235	7950
71478	86527	60001	73635	38133
74935	30995	39693	23448	17885
87489	77022	745	60246	53384
30540	95135	74681	71324	44351
13188	84136	78788	60855	57794
98579	32654	42328	95606	87051
59429	74783	33590	86514	13737
12622	40211	36198	84838	96192
18073	1005	57781	26867	44339
89310	9669	60509	48895	12444
21402	64274	67473	27821	29019
12136	19363	226	36061	84053
90295	66435	60804	653	51736
71030	59794	66337	57378	4136
91922	61258	27050	33235	12574
57140	25554	75237	79718	44664
49347	51838	22226	26791	55861
88495	88646	21191	61393	49121
26768	20092	74533	83833	95417
10163	47833	77572	37041	777
84324	95555	29349	94037	89977
37535	6298	34751	83179	45980
69547	95028	48774	23089	41752
44927	92587	3299	68630	32483
59039	49890	88644	91437	96459
69424	32613	47507	62832	41775
41795	5789	22717	66624	32778
84412	56644	1993	26229	92446
34940	25427	33892	57145	26083
26039	13871	92833	21542	89298
38897	30240	63123	80902	47262
97359	54	53563	20711	65129
39375	1879	27600	62765	87176
36404	78773	22506	65432	77381
27240	10887	55117	17182	96040
99192	2924	95131	82614	87279
27789	82615	18122	58501	29221
2277	96674	85294	96405	26966
44908	26296	36342	12497	70548
25000	38496	66702	95339	3258
98309	46147	17054	67045	26055
1384	1838	40968	28294	83037
67171	22328	75598	15322	40385
11212	54075	87624	90981	93054
74389	2517	90237	33180	25006
34744	20835	62101	29344	99556
47930	8592	79851	11752	31592
75850	70563	74270	82178	80880
86358	86227	61605	29327	96500
1568	71569	4905	94020	39316
1476	6828	6146	44214	20428
23995	67845	13822	2925	10573
79828	95589	18278	28118	74289
21158	40000	10272	57329	39431
79198	55658	32753	53505	20170
97754	70294	23608	97974	36868
77664	57191	40201	75711	75647
49745	73174	16887	9992	16744
81572	82578	90410	81465	15282
48194	16440	34592	23354	20005
43633	78035	17455	99335	21918
73393	78924	72280	60192	25278
